CNK;Naam;Subcategorie;Nieuwe prijs;Oude prijs;Korting;Korting
2994895;AVENT BORSTVERZORGINGSSET;Borstvoeding;25.49;29.99;-0.15;0.18
3052610;DIFRAX FOPSPEEN NATURAL 18+ M GIRL;Fopspenen en toebehoren;4.92;5.79;-0.15;0.18
3466448;BABYBIO CAPREA 3 GEITENMELK 900G;Babyvoeding;29.40;30.95;-0.05;0.05
3203627;DODIE ZUIGFLES GLAS ROSE 2LFTD 240ML;Zuigflessen, zuigspenen en toebehoren;9.31;10.95;-0.15;0.18
1336999;APPEG THERMOMETER BAD VIS;Thermometers;6.08;7.15;-0.15;0.18
3212990;AVENT LEKVRIJE BEKER PINGUIN BLAUW 260ML;Eten en drinken toebehoren;10.16;11.95;-0.15;0.18
1039981;BOTALUX 140 MATERNITY CH N4;Zwangerschapskousen en rugsteun;19.12;22.50;-0.15;0.18
2618601;MUSTELA PS TOILETMELK FL 200ML;Lichaamsverzorging baby en kind;6.93;8.15;-0.15;0.18
3457892;OLVARIT RATATOUILLE KIP RIJST 2X250G 12M01;Babyvoeding;3.41;3.59;-0.05;0.05
3134400;DODIE ZUIGFLES INIIATION+ SPEEN 3 GAT DECOR 330ML;Eten en drinken toebehoren;8.88;10.45;-0.15;0.18
1767763;DIFRAX FOPSPEEN SIL DENTAL XTR STERK +18M 342;Fopspenen en toebehoren;4.92;5.79;-0.15;0.18
2618635;MUSTELA PS COLD CREAM HYDRA NF STICK 10G;Lichaamsverzorging baby en kind;6.80;8.00;-0.15;0.18
3135001;DODIE FOPSPEEN BOODSCHAP 2LFTD SIL. RING DUO 2;Fopspenen en toebehoren;7.01;8.25;-0.15;0.18
2159465;NESTLE GROEIMELK 2+ TETRA 1L;Babyvoeding;2.32;2.44;-0.05;0.05
3175247;GALENCO BB BADCREME 200ML;Lichaamsverzorging baby en kind;5.23;6.15;-0.15;0.18
2230878;CALENDULA GEL TUBE 50ML;Ziekten en kwaaltjes;6.46;6.80;-0.05;0.05
3246881;AVENT VIA NATURAL BORSTPOMP;Borstvoeding;59.49;69.99;-0.15;0.18
3300662;MUSTELA PN SHAMPOO ZACHT 500ML;Lichaamsverzorging baby en kind;10.96;12.90;-0.15;0.18
1448851;PATAPOUM BABYZALF 150ML;Lichaamsverzorging baby en kind;8.12;9.55;-0.15;0.18
2741981;OMNIBIONTA PRONATAL METAFOLIN+DHA TABL 60+CAPS 60;Borstvoeding;35.16;43.95;-0.20;0.25
3189479;DODIE FOPSPEENHOUDER LINT MIX;Fopspenen en toebehoren;5.52;6.50;-0.15;0.18
1100361;MEDELA TEPELVORMER 1 PAAR;Zwangerschapskwaaltjes;11.86;13.95;-0.15;0.18
3175692;GALENCO BB REINIGINGSWATER 200ML;Lichaamsverzorging baby en kind;7.22;8.50;-0.15;0.18
3115607;NAN COMPLETE COMFORT ZUIGELINGENMELK PDR 4X26G;Babyvoeding;3.32;3.50;-0.05;0.05
2906667;ERCEFLORA SUPRA CAPS 30;Ziekten en kwaaltjes;17.76;20.90;-0.15;0.18
2591337;VITAFYTEA VESOVIN (VASOVIN) CAPS 180;Zwangerschapskwaaltjes;63.32;74.50;-0.15;0.18
3224326;BIBI FOPSP GLOW BASIC CARE 6-16M;Fopspenen en toebehoren;4.16;4.90;-0.15;0.18
3296944;BIBI FOPSPEEN COLL +16M;Fopspenen en toebehoren;5.09;5.99;-0.15;0.18
2776532;FERTILITY MAN DUO 60 TABL QUALISP.+60 CAPS LINUSIT;Vruchtbaarheid;63.00;70.00;-0.10;0.11
3280005;PROBIOTICAL ORS STICK 8;Ziekten en kwaaltjes;9.93;11.68;-0.15;0.18
3424165;PAMPERS NEW BABY MINI 3- 6KG 41;Luiers;12.82;13.50;-0.05;0.05
3134681;DODIE SPEEN INIIATION+ L HALS 1LFTD 3SNEL. 1 GAT 2;Zuigflessen, zuigspenen en toebehoren;5.86;6.90;-0.15;0.18
2733970;DIFRAX STERILISATOR MAGNETRON 968;Zuigflessen, zuigspenen en toebehoren;28.04;32.99;-0.15;0.18
2815355;NAN TRANSIT 2 POEDERMELK 2LFTD 800G;Babyvoeding;21.37;22.49;-0.05;0.05
2603256;MUSTELA PA STELATOPIA EMOLLIERENDE CREME NF 200ML;Ziekten en kwaaltjes;13.43;15.80;-0.15;0.18
3458098;OLVARIT FRUIT APPEL AARDBEI ZWARTE BES 2X200G 8M60;Babyvoeding;2.84;2.99;-0.05;0.05
3052628;DIFRAX FOPSPEEN NATURAL 12+ M;Fopspenen en toebehoren;4.67;5.49;-0.15;0.18
3353067;MUSTELA PA STELATOPIA EMOLLIERENDE CREME 300ML;Ziekten en kwaaltjes;17.55;20.65;-0.15;0.18
498162;DUCRAY KELUAL EMULS 50ML;Lichaamsverzorging baby en kind;9.77;11.50;-0.15;0.18
3229671;DIFRAX FOPSPEEN NATURAL 0-6 SPECIAL EDITION;Fopspenen en toebehoren;4.50;5.29;-0.15;0.18
3052420;DIFRAX FOPSPEEN NATURAL NEWBORN BOY;Fopspenen en toebehoren;3.82;4.49;-0.15;0.18
3255916;DIFRAX S-FLES NATURAL WIT 250ML;Zuigflessen, zuigspenen en toebehoren;9.34;10.99;-0.15;0.18
3300878;MUSTELA PN MASSAGE OLIE 100ML;Lichaamsverzorging baby en kind;8.50;10.00;-0.15;0.18
2210177;AVENT MELKPOEDER VERDEELDOOS;Eten en drinken toebehoren;7.68;9.04;-0.15;0.18
2846178;MAM FOPSPEEN PERFECT SILICOON 0-6M;Fopspenen en toebehoren;5.84;6.49;-0.10;0.11
2677995;ADERMA HAVERMELK VERZORGINGSCR 50ML;Lichaamsverzorging baby en kind;8.92;10.50;-0.15;0.18
3355096;BIBI FOPSPEEN HP PAPA IS THE BEST 6-16M;Fopspenen en toebehoren;5.09;5.99;-0.15;0.18
2055002;THERMOVAL RAPID 10SEC-FTH THERMOMETER 9250313;Thermometers;9.99;12.49;-0.20;0.25
2489698;NAN HA 2 PRO 2LFTD PDR 750G;Babyvoeding;20.42;21.49;-0.05;0.05
3091063;MITHRA BION + OMEGA 3 BLISTER CAPS 6X15;Zwangerschapssupplementen;35.34;37.20;-0.05;0.05
3083409;NAN GROEIMELK TETRA 1L;Babyvoeding;1.89;1.99;-0.05;0.05
2251239;AVENT FOPSPEEN TRANSPARANT SILICONE +6M 2;Fopspenen en toebehoren;8.46;9.95;-0.15;0.18
3052636;DIFRAX FOPSPEEN NATURAL 12+ M BOY;Fopspenen en toebehoren;4.67;5.49;-0.15;0.18
3246873;AVENT VIA NATURAL SET BEWAARBEKER 240ML;Borstvoeding;9.35;11.00;-0.15;0.18
1790344;BIODERMA ABC DERM PERI-ORAL CREME 40ML;Ziekten en kwaaltjes;11.23;13.21;-0.15;0.18
2520690;BIODERMA ATODERM PP BALSEM A/RECIDIEF N/PARF 500ML;Lichaamsverzorging baby en kind;19.07;22.44;-0.15;0.18
3134962;DODIE FOPSPEEN TEKENING DUO 2LFTD SIL. RING 2;Fopspenen en toebehoren;7.01;8.25;-0.15;0.18
2980829;EASYTEST ZWANGERSCHAP 20UI/L;Zwangerschapstest-ovulatietest;6.37;7.50;-0.15;0.18
2668044;DIFRAX FOPSPEEN NEWBORN DENTAL SIL BOY -2/2M 1 796;Fopspenen en toebehoren;3.82;4.49;-0.15;0.18
281865;CERELAC KOEKJESMEEL 800G;Babyvoeding;6.28;6.61;-0.05;0.05
1142025;ZENATE CAPS 100;Borstvoeding;21.89;25.75;-0.15;0.18
2912830;AVENT STOOMSTERILISATOR ELECTRISCH 3IN1;Zuigflessen, zuigspenen en toebehoren;76.49;89.99;-0.15;0.18
2557023;PEDIAPERM PDR ZAKJES 60X2,5G;Ziekten en kwaaltjes;28.05;33.00;-0.15;0.18
2368876;BAMBIX GROEIMELK GRANEN-KOEKJESMEEL 3X200ML;Babyvoeding;2.33;2.59;-0.10;0.11
2973691;DIFRAX BTOB MOEDERMELK BEWAARZAKJES 613;Borstvoeding;8.49;9.99;-0.15;0.18
2620136;BROMELASE 400 ENZYMES BE LIFE NF POT GEL 60;Ziekten en kwaaltjes;15.66;17.40;-0.10;0.11
2914703;NUBY BESTEK 1 VORK + 1 LEPEL +9M;Eten en drinken toebehoren;4.31;4.79;-0.10;0.11
2769024;BIBI ZUIGFLES WN COLL '10 250ML;Zuigflessen, zuigspenen en toebehoren;9.31;10.95;-0.15;0.18
2934271;AVENT GROW-UP CUP 260ML;Eten en drinken toebehoren;11.29;13.28;-0.15;0.18
1391705;CALENDULA POMM 40G UNDA;Ziekten en kwaaltjes;8.01;9.42;-0.15;0.18
1153410;BOTALUX 140 MATERNITY NERO N1;Zwangerschapskousen en rugsteun;19.12;22.50;-0.15;0.18
2879492;STERIMAR BABY HYPERTONE NEUSSPRAY ZEEWATER 100ML;Ziekten en kwaaltjes;9.65;11.35;-0.15;0.18
2614519;ALVITYL DEFENSE SIROOP FL 240ML;Vitaminen en weerstand;12.41;14.60;-0.15;0.18
2203859;CELLACARE MATERNA 91-102CM T2 17009;Zwangerschapskousen en rugsteun;50.15;59.00;-0.15;0.18
2688471;URIAGE CU-ZN+ SPRAY TEGEN IRRITATIE 100ML;Lichaamsverzorging baby en kind;7.89;9.28;-0.15;0.18
3340577;DERMALEX ATOPISCH CREME ECZEMA 100G;Ziekten en kwaaltjes;16.96;19.95;-0.15;0.18
2919058;MAM BITE & BRUSH BIJTRING;Ziekten en kwaaltjes;7.55;8.39;-0.10;0.11
3383007;CLEARBLUE DIGITAL ZWANGERSCHAPSTEST 2;Zwangerschapstest-ovulatietest;22.94;26.99;-0.15;0.18
2170975;FEMINAISSANCE HARMONIEUZE BEVALLING OLIE 5ML;Zwangerschapskwaaltjes;11.27;13.26;-0.15;0.18
2667152;DIFRAX FOPSPEEN DENTAL SEMI FILLED GIRL +12M 346;Fopspenen en toebehoren;4.67;5.49;-0.15;0.18
3433372;BIBI FOPSPEEN HP NOUKIE ANNA&PILI 0-6M;Fopspenen en toebehoren;5.52;6.49;-0.15;0.18
2689081;DAVITAMON JUNIOR FRAMBOZEN NF COMP 60 VERV.1554690;Vitaminen en weerstand;13.56;15.95;-0.15;0.18
1440890;BIODERMA ATODERM 500 CREME ZEER DROGE HUID 500ML;Ziekten en kwaaltjes;19.07;22.44;-0.15;0.18
2745958;AMEDA LACTALINE PERSONAL BORSTPOMP DUBBEL;Borstvoeding;189.41;222.84;-0.15;0.18
3197191;MUSTELA MAT CR PREVENTIE ZW.STRIEMEN PARF 150ML;Huidverzorging zwangerschap;21.33;25.10;-0.15;0.18
2171825;NAAPREP AMP 30 X 5 ML;Ziekten en kwaaltjes;7.72;9.08;-0.15;0.18
2712305;DR BROWN SPEEN LEVEL Y WIDE NECK 2 ESCOS;Zuigflessen, zuigspenen en toebehoren;5.65;6.65;-0.15;0.18
3290608;DIFRAX SET CADEAU BABY JONGEN;Varia;16.99;19.99;-0.15;0.18
2784528;MUSTELA DP STELATOPIA HERLIPIDERENDE BALSEM 200ML;Ziekten en kwaaltjes;14.87;17.50;-0.15;0.18
2794923;DR BROWN MICROWAVE STEAM STERILIZER BAGS 5 ESCOS;Zuigflessen, zuigspenen en toebehoren;11.30;13.29;-0.15;0.18
3254109;DIFRAX FOPSPEEN DENTAL 0-6 NACHT;Fopspenen en toebehoren;4.50;5.29;-0.15;0.18
1785591;DIFRAX KNUFFELDOEK SOFT 223;Varia;7.22;8.49;-0.15;0.18
2535573;BEBA 1 PDR 800G NF;Babyvoeding;15.19;15.99;-0.05;0.05
2618874;MUSTELA BB TOILETWATER NF FL VAPO 200ML;Lichaamsverzorging baby en kind;7.44;8.75;-0.15;0.18
2754307;DR BROWN SPEEN LEVEL 1 VOOR WIDE NECK 2 ESCOS;Zuigflessen, zuigspenen en toebehoren;5.65;6.65;-0.15;0.18
2755742;DR BROWN SPEEN LEVEL 4 VOOR WIDE NECK 2 ESCOS;Zuigflessen, zuigspenen en toebehoren;5.65;6.65;-0.15;0.18
3175767;GALENCO BB LUIERCREME 75ML;Lichaamsverzorging baby en kind;6.25;7.35;-0.15;0.18
3224292;BIBI FOPSP GLOW BASIC CARE 0- 6M;Fopspenen en toebehoren;4.16;4.90;-0.15;0.18
3075140;OMRON GENTLE TEMP BESCHERMKAP WEGW. VR 520&521 40;Thermometers;8.50;10.00;-0.15;0.18
3135217;DODIE FOPSPEEN JONGEN +18M SIL. RING;Fopspenen en toebehoren;3.82;4.50;-0.15;0.18
2750693;AMEDA CUSTOM FIT FLANGES 36,0MM-32,5MM 2;Borstvoeding;18.05;21.23;-0.15;0.18
3173648;PHYSIOLOGICA ISONASAL SPRAY 100ML;Ziekten en kwaaltjes;7.65;9.00;-0.15;0.18
3130887;COCCULINE COMP ORODISP 40 BOIRON VERV.1573377;Ziekten en kwaaltjes;7.44;8.75;-0.15;0.18
2670610;VIT C KINDEREN TABL 60X80MG VERV. 0869-297;Vitaminen en weerstand;5.94;6.99;-0.15;0.18
3006368;DIFRAX RING 1-2-3 NATURAL 713;Zuigflessen, zuigspenen en toebehoren;5.09;5.99;-0.15;0.18
3092343;BIBI FOPSPEENHOUDER MAMA NEW;Fopspenen en toebehoren;4.08;4.80;-0.15;0.18
3045044;BIBI ZUIGFL WN COLLECTION 2013 COMF. 350ML;Zuigflessen, zuigspenen en toebehoren;7.61;8.95;-0.15;0.18
3391372;AVENT ZUIGFLES NATURAL BLAUW DUO 2X260ML;Zuigflessen, zuigspenen en toebehoren;16.14;18.99;-0.15;0.18
3174869;MARIMER BABY ISOTONISCH ZEEWATER SPRAY 100ML;Ziekten en kwaaltjes;7.61;8.95;-0.15;0.18
2704633;VEGAN DHA POT V-CAPS 60;Zwangerschapssupplementen;26.43;31.10;-0.15;0.18
2791267;NUTRILON OMNEO 1 MELK ZUIG.MELK PDR TRIALPACK5X23G;Babyvoeding;20.80;21.89;-0.05;0.05
2520682;BIODERMA ATODERM PP BALSEM A/RECIDIEF N/PARF 200ML;Ziekten en kwaaltjes;13.70;16.12;-0.15;0.18
3187465;VIBOVIT BORSTVOEDING 30 TABL + 30 CAPS;Borstvoeding;16.99;19.99;-0.15;0.18
3395522;DIFRAX S-FLES NATURAL BUMBA 200ML;Zuigflessen, zuigspenen en toebehoren;11.04;12.99;-0.15;0.18
802892;SURGIFIX 5,5 NAVELNETJE BABY;Varia;10.40;12.24;-0.15;0.18
3137072;MAMA NATURA COLI VSM GUTT 10ML VERV.2051159;Ziekten en kwaaltjes;8.46;9.95;-0.15;0.18
2315638;TRAUMEEL S DENTOGEL 50G HEEL;Ziekten en kwaaltjes;12.71;14.95;-0.15;0.18
2709996;ADERMA PRIMALBA CREME COCON 100ML;Lichaamsverzorging baby en kind;10.62;12.50;-0.15;0.18
2679413;MIRADENT ZANDLOPER 2 MINUTEN;Varia;4.25;5.00;-0.15;0.18
2667202;DIFRAX FOPSPEEN SIL DENTAL XTR STERK BOY +18M 342;Fopspenen en toebehoren;4.92;5.79;-0.15;0.18
1046531;AVENT FLESBORSTEL;Zuigflessen, zuigspenen en toebehoren;7.17;8.44;-0.15;0.18
2874931;VITRY NAGELKNIPPER ZUIGELING KLEUR ASIE;Nagelschaartjes;11.18;13.15;-0.15;0.18
2881050;DIFRAX KINDERKOM 7341;Eten en drinken toebehoren;8.49;9.99;-0.15;0.18
2716603;DIFRAX FLESSENSPEEN DENTAL MEDIUM 2 695;Zuigflessen, zuigspenen en toebehoren;5.09;5.99;-0.15;0.18
2750677;AMEDA DUBBELE HYGIENE POMPSET;Borstvoeding;32.81;38.60;-0.15;0.18
2226942;WELEDA BABY BILLENBALSEM CALENDULA TUBE 75ML;Lichaamsverzorging baby en kind;6.79;7.99;-0.15;0.18
2240414;AVENT FOPSPEEN SILICOON NACHT 6-18M 2;Fopspenen en toebehoren;8.46;9.95;-0.15;0.18
2578409;PRIMARINI KIDS 120ML;Ziekten en kwaaltjes;12.61;14.84;-0.15;0.18
1767730;DIFRAX FOPSPEEN SIL MINI-DENTAL 0-6M 799;Fopspenen en toebehoren;4.24;4.99;-0.15;0.18
3175841;GALENCO BB ATOPICARE BADMELK 200ML;Lichaamsverzorging baby en kind;9.56;11.25;-0.15;0.18
3381100;DIFRAX FOPSPEEN DENTAL 18+ BUMBA;Fopspenen en toebehoren;5.84;6.49;-0.10;0.11
2852929;BABYBIO GROEIK OPVOLGMELK BIO BIFIDUS PDR 900G;Babyvoeding;21.80;22.95;-0.05;0.05
1040013;BOTALUX 140 MATERNITY DT N2;Zwangerschapskousen en rugsteun;19.12;22.50;-0.15;0.18
2914331;NUBY FOPSPEEN TRITAN PRISM SILICOON ORTHO 6-18M;Fopspenen en toebehoren;4.49;4.99;-0.10;0.11
2954626;PHYSIOLOGICA ISONASAL 0,9% NACL AMP 60X5ML UD;Ziekten en kwaaltjes;10.58;12.45;-0.15;0.18
3404274;OLVARIT BANAAN APPEL SINAASAPPEL KOEK 2X200G 12M51;Babyvoeding;3.03;3.19;-0.05;0.05
1029347;SELECTION BABYSCHAAR R30;Nagelschaartjes;10.10;11.88;-0.15;0.18
2846186;MAM FOPSPEEN PERFECT SILICOON +6M;Fopspenen en toebehoren;5.84;6.49;-0.10;0.11
2914687;NUBY SABBELZAKJE VOOR FRUIT&KOEKJES;Eten en drinken toebehoren;6.47;7.19;-0.15;0.11
2899656;NESTLE GROEIMELK 1+ KOEKJES TETRA 1L;Babyvoeding;2.46;2.59;-0.05;0.05
3394152;G-TEST ZWANGERSCHAPSTEST;Zwangerschapstest-ovulatietest;8.07;9.50;-0.15;0.18
3175833;GALENCO BB HDROGE GEV. H LICHAAMSMELK 200ML;Lichaamsverzorging baby en kind;10.84;12.75;-0.15;0.18
3175718;GALENCO BB LICHAAMSMELK 400ML;Lichaamsverzorging baby en kind;11.86;13.95;-0.15;0.18
1271006;NUTRISET TETINE/ SPEEN;Zuigflessen, zuigspenen en toebehoren;0.38;0.40;-0.05;0.05
2729184;NUBY VERVANGSPEEN MEDIUM FLOW 0-6M 2 67678;Zuigflessen, zuigspenen en toebehoren;5.39;5.99;-0.10;0.11
1741214;PUROL ZALF GEEL 50ML;Ziekten en kwaaltjes;8.10;9.00;-0.10;0.11
3175742;GALENCO BB OLIE MELKKORST. NF 100ML;Lichaamsverzorging baby en kind;7.22;8.50;-0.15;0.18
2783181;ASTRIA SPECIFIEKE VERZORGING STRIEMEN CR TBE 125ML;Zwangerschapskwaaltjes;18.94;22.28;-0.15;0.18
2913168;MORSER BABYSCHAAR AFGERONDE PUNTEN 55;Nagelschaartjes;14.02;16.50;-0.15;0.18
3175668;GALENCO BB REINIGINGSMELK 200ML;Lichaamsverzorging baby en kind;7.22;8.50;-0.15;0.18
3175866;GALENCO BB ATOPICARE WASLOTION 200ML;Ziekten en kwaaltjes;8.88;10.45;-0.15;0.18
2208452;BABYBIO GEITEMELK 900G;Babyvoeding;29.40;30.95;-0.05;0.05
1218650;WELEDA OLIE WILDE ROZEN 100ML;Huidverzorging zwangerschap;14.87;17.49;-0.15;0.18
3134384;DODIE ZUIGFLES INIIATION+ SPEEN 3 GAT BLAUW 330ML;Eten en drinken toebehoren;8.88;10.45;-0.15;0.18
2852895;BABYBIO OPTIMA 1 ZUIGEL.MELK BIO BIFIDUS 0-6M 900G;Babyvoeding;21.80;22.95;-0.05;0.05
3134673;DODIE SPEEN INIIATION+ L HALS 1LFTD 3SNEL. 2 GAT 2;Zuigflessen, zuigspenen en toebehoren;5.86;6.90;-0.15;0.18
3458007;OLVARIT MACARONI TOMAAT HAM 2X250G 18M03;Babyvoeding;3.41;3.59;-0.05;0.05
2990000;PEDIAKID IMMUNO FORTIFIANT SOL BUV FL 125ML;Vitaminen en weerstand;10.20;12.00;-0.15;0.18
3092335;GALENCO BB VOCHTIGE DOEKJES NF 25;Lichaamsverzorging baby en kind;3.87;4.55;-0.15;0.18
2710028;ADERMA PRIMALBA REIN.MELK GELAAT-LICHAAM BABY500ML;Lichaamsverzorging baby en kind;10.62;12.50;-0.15;0.18
3118098;ORALSEVEN TINY TEETH COMBO GEL 48ML;Ziekten en kwaaltjes;8.46;9.95;-0.15;0.18
2842532;BIODERMA ABC DERM H20 REINIG.DOEKJES Z/PARAB. 60;Lichaamsverzorging baby en kind;8.63;10.15;-0.15;0.18
3224516;BIBI FOPSP BAD BOY AND QUEEN BASIC CARE +16M;Fopspenen en toebehoren;3.91;4.60;-0.15;0.18
2591758;MUSTELA DP STELATRIA WASGEL BESCHERMEND TUBE 150ML;Ziekten en kwaaltjes;9.56;11.25;-0.15;0.18
3255890;DIFRAX S-FLES NATURAL WIT 170ML;Zuigflessen, zuigspenen en toebehoren;8.49;9.99;-0.15;0.18
3154440;BIBI NOUKIE'S ZUIGFL WN WORLD GIRL 250ML;Zuigflessen, zuigspenen en toebehoren;9.31;10.95;-0.15;0.18
3382132;GYNAEFAM ORO PDR 28X1,5G;Zwangerschapssupplementen;12.77;15.02;-0.15;0.18
2709046;MUSTELA DP STELAPROTECT GEZICHTSCREME RIJK TB 40ML;Lichaamsverzorging baby en kind;8.46;9.95;-0.15;0.18
2900108;APIVITA BABY SH LICH-HAAR CALENDULA-HONING 200ML;Lichaamsverzorging baby en kind;11.73;13.80;-0.15;0.18
1029362;SELECTION BABYSCHAAR KLEUR R66;Nagelschaartjes;7.58;8.92;-0.15;0.18
3002979;URIAGE 1STE LUIERWISSEL EMULS TUBE 100ML;Lichaamsverzorging baby en kind;8.84;10.40;-0.15;0.18
2673689;MUSTELA PA STELATOPIA WASCREME N/PARF NF POMP200ML;Lichaamsverzorging baby en kind;10.07;11.85;-0.15;0.18
2618718;MUSTELA PN BADSCHUIM TONISCH FL 750ML;Lichaamsverzorging baby en kind;14.41;16.95;-0.15;0.18
2695658;PHYSIOMER ISO BABY SPRAY 135ML;Ziekten en kwaaltjes;8.97;10.55;-0.15;0.18
3213022;AVENT LEKVRIJE BEKER PINGUIN ZWART 260ML;Eten en drinken toebehoren;10.16;11.95;-0.15;0.18
2494854;DIFRAX HANDGREEP VOOR ZUIGFLES S GROOT+KLEIN 2 708;Eten en drinken toebehoren;4.67;5.49;-0.15;0.18
1278514;EOSINE 2% MEDGENIX 100ML;Ziekten en kwaaltjes;3.57;4.20;-0.15;0.18
2978856;AVENT ZUIGFLES NATURAL 260ML;Zuigflessen, zuigspenen en toebehoren;10.19;11.99;-0.15;0.18
3156668;NUTRILON PEUTER GROEIMELK +1JAAR NF EAZYPACK 800G;Babyvoeding;12.34;12.99;-0.05;0.05
3175262;GALENCO BB WASLOTION 2IN1 400ML;Lichaamsverzorging baby en kind;10.19;11.99;-0.15;0.18
2417467;PROXEED PLUS ZAKJE 30;Vruchtbaarheid;42.50;50.00;-0.15;0.18
2911287;PRE GYNAEFAM CAPS 84 CFR 3461118;Borstvoeding;10.52;12.38;-0.15;0.18
2981900;GELILACT PULV FL 60 G VERV.0043539;Babyvoeding;9.92;11.67;-0.15;0.18
3213014;AVENT LEKVRIJE BEKER PINGUIN ZWART 200ML;Eten en drinken toebehoren;8.46;9.95;-0.15;0.18
3507845;ARKOKIDS SPIJSVERTERINGSCOMPFORT FL 100ML;Ziekten en kwaaltjes;12.32;14.50;-0.15;0.18
3308855;NAAPREP AMP HYPERTONIC 18 X 5 ML;Ziekten en kwaaltjes;5.31;6.25;-0.15;0.18
3159076;MUSTELA BB SL SPRAY ZEER HOGE BESCHERM. 50+ 300ML;Lichaamsverzorging baby en kind;20.95;24.65;-0.15;0.18
3006269;DIFRAX FLESSENSPEEN NATURAL SMALL 671;Zuigflessen, zuigspenen en toebehoren;5.09;5.99;-0.15;0.18
2637056;AVENT STERILISATOR MICROGOLF ZONDER ACCESSOIRES;Zuigflessen, zuigspenen en toebehoren;28.01;32.95;-0.15;0.18
1170802;BEBISOL SCHAAR NAGELS BABY KROM;Nagelschaartjes;7.41;8.72;-0.15;0.18
2340586;OXYPLASTINE NF ZALF TUBE 140G;Lichaamsverzorging baby en kind;12.44;14.64;-0.15;0.18
3172269;DR BROWN FOPSPEEN LEVEL 1 BOY 2 ESCOS;Fopspenen en toebehoren;7.47;8.79;-0.15;0.18
2919199;MAM STERILIZER STERILISATOR;Eten en drinken toebehoren;39.55;43.95;-0.10;0.11
2994978;AVENT NATURAL ZUIGSPEEN FAST 4GAATJES 2;Zuigflessen, zuigspenen en toebehoren;5.94;6.99;-0.15;0.18
3050911;MUSTELA BB CREME LUIERWISSEL 1-2-3 100G;Lichaamsverzorging baby en kind;7.44;8.75;-0.15;0.18
2612513;PHYSIODOSE SERUM FYSIO UD STER 40X5ML+5 GRATIS;Ziekten en kwaaltjes;7.28;8.56;-0.15;0.18
3261567;BIBI FOPSPEEN NEWBORN + PREM. BEER BC 0-2M;Fopspenen en toebehoren;3.39;3.99;-0.15;0.18
1682020;BIOLYS RODE WIJNSTOK+RODE VRUCHTEN TEA-BAGS 20;Zwangerschapskwaaltjes;3.98;4.98;-0.20;0.25
3153392;AVENT BIJTRING OLIFANT 199/00;Varia;6.79;7.99;-0.15;0.18
3052479;DIFRAX FOPSPEEN NATURAL 6+ M;Fopspenen en toebehoren;4.50;5.29;-0.15;0.18
2877637;LRP ANTHELIOS AEROSOL DP IP50+ 125ML;Lichaamsverzorging baby en kind;17.60;22.00;-0.20;0.25
2620698;FEMINAISSANCE CONFORT DIGESTIF OPL 10ML;Zwangerschapskwaaltjes;11.30;13.30;-0.15;0.18
